version,generator,fv,goal,dist,weights,chi,time,iterations,restarts
initial,depth_bst,stick,0.500,0.357,"(500, 500)",,0.001,5000,10
final,depth_bst,stick,0.500,0.363,"(552, 595)",,5.486,5000,10
