version,generator,fv,goal,dist,weights,chi,time,iterations,restarts
initial,rb_tree,height_uni,5.000,"(0.000, 0.000, 26.000, 248.000, 726.000, 0.000)","(500, 500, 500, 500)", 2146.280,0.003,5000,10
final,rb_tree,height_uni,5.000,"(0.000, 0.000, 273.000, 476.000, 251.000, 0.000)","(168, 29, 159, 541)", 1020.530,6.546,5000,10
