version,generator,fv,goal,dist,weights,chi,time,iterations,restarts
initial,rb_tree,black,0.600,0.531,"(500, 500, 500, 500)",,0.001,5000,10
final,rb_tree,black,0.600,0.599,"(676, 671, 68, 567)",,6.914,5000,10
