version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,frequency/rb_tree,black,0.333,0.534,"(500, 500, 500, 500)",,0.201,0.001,20000,20
final,frequency/rb_tree,black,0.333,0.341,"(5, 851, 669, 95)",,0.008,34.728,20000,20
