version,generator,fv,goal,dist,weights,chi,time,iterations,restarts
initial,rb_tree,black,0.200,0.534,"(500, 500, 500, 500)",,0.002,5000,10
final,rb_tree,black,0.200,0.339,"(4, 401, 932, 50)",,7.019,5000,10
