version,generator,fv,goal,dist,weights,chi,time,iterations,restarts
initial,rb_tree,black,0.200,0.534,"(500, 500, 500, 500)",,0.002,5000,10
final,rb_tree,black,0.200,0.349,"(3, 170, 526, 107)",,7.639,5000,10
