version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_iterate/frequency/depth_tree,h_bal,0.300,0.808,"(500, 500)",,0.508,0.000,20000,20
final,dumb_iterate/frequency/depth_tree,h_bal,0.300,0.308,"(900, 400)",,0.008,0.050,20000,20
