version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_iterate/frequency/depth_tree,stick,0.800,0.319,"(500, 500)",,0.481,0.000,20000,20
final,dumb_iterate/frequency/depth_tree,stick,0.800,0.346,"(500, 500)",,0.454,0.044,20000,20
