version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_enumerate_ratios_w/unrolled/sized_list,min_len,5.000,1.034,"(500, 500, 500, 500)",,-3.966,0.000,20000,20
final,dumb_enumerate_ratios_w/unrolled/sized_list,min_len,5.000,0.000,"(100, 0, 100, 0)",,-5.000,0.021,20000,20
