version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,greedy_enumerate/unrolled/depth_bst,stick,0.800,0.357,"(500, 500, 500, 500, 500, 500)",,0.443,0.000,0,0
final,greedy_enumerate/unrolled/depth_bst,stick,0.800,0.910,"(9, 90, 100, 0, 100, 0)",,0.110,0.003,0,0
