version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_enumerate_ratios/parametrized/depth_bst,stick,0.100,0.337,"(500, 500, 500, 500)",,0.237,0.000,20000,20
final,dumb_enumerate_ratios/parametrized/depth_bst,stick,0.100,0.101,"(90, 9, 80, 19)",,0.001,0.063,20000,20
