version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_enumerate_ratios_smaller/parametrized/depth_tree,min_stick,0.100,0.324,"(500, 500, 500, 500)",,0.224,0.001,20000,20
final,dumb_enumerate_ratios_smaller/parametrized/depth_tree,min_stick,0.100,0.000,"(0, 100, 0, 100)",,-0.100,0.020,20000,20
