version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_enumerate_ratios_smaller/parametrized/depth_tree,stick,0.100,0.341,"(500, 500, 500, 500)",,0.241,0.000,20000,20
final,dumb_enumerate_ratios_smaller/parametrized/depth_tree,stick,0.100,0.092,"(0, 100, 50, 50)",,0.008,0.020,20000,20
