version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_enumerate_ratios_smaller/parametrized/depth_bst,h_bal,2.000,0.808,"(500, 500, 500, 500)",,1.192,0.000,20000,20
final,dumb_enumerate_ratios_smaller/parametrized/depth_bst,h_bal,2.000,1.429,"(0, 100, 100, 0)",,0.571,0.020,20000,20
