version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_iterate_ratios/unrolled/sized_list,nil,0.100,0.491,"(500, 500, 500, 500)",,0.391,0.000,20000,20
final,dumb_iterate_ratios/unrolled/sized_list,nil,0.100,0.101,"(10, 90, 80, 19)",,0.001,0.018,20000,20
