version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_iterate_ratios/unrolled/sized_list,uni_len,"(0.000, 1.000, 2.000, 3.000, 4.000, 5.000, 6.000, 7.000, 8.000, 9.000, 10.000)","(508.000, 245.000, 126.000, 63.000, 29.000, 15.000, 4.000, 4.000, 2.000, 3.000, 1.000)","(500, 500, 500, 500)", 2729.506,2708.480,0.000,20000,20
final,dumb_iterate_ratios/unrolled/sized_list,uni_len,"(0.000, 1.000, 2.000, 3.000, 4.000, 5.000, 6.000, 7.000, 8.000, 9.000, 10.000)","(190.000, 150.000, 122.000, 103.000, 86.000, 86.000, 45.000, 45.000, 34.000, 34.000, 105.000)","(20, 80, 20, 80)", 278.992,257.966,0.017,20000,20
