version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,greedy_enumerate/parametrized/depth_tree,stick,0.800,0.365,"(500, 500, 500, 500)",,0.435,0.000,0,0
final,greedy_enumerate/parametrized/depth_tree,stick,0.800,0.357,"(50, 50, 100, 0)",,0.443,0.003,0,0
