version,generator,fv,goal,dist,weights,chi,time,iterations,restarts
initial,depth_tree,stick,0.100,0.325,"(500, 500)",,0.001,5000,10
final,depth_tree,stick,0.100,0.097,"(14, 134)",,6.700,5000,10
