version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_iterate_ratios_smaller/parametrized/sized_list,uni_len,"(0.000, 1.000, 2.000, 3.000, 4.000, 5.000, 6.000, 7.000, 8.000, 9.000, 10.000)","(489.000, 253.000, 134.000, 64.000, 30.000, 16.000, 9.000, 3.000, 1.000, 1.000, 0.000)","(500, 500, 500, 500)", 2590.730,2569.704,0.000,20000,20
final,dumb_iterate_ratios_smaller/parametrized/sized_list,uni_len,"(0.000, 1.000, 2.000, 3.000, 4.000, 5.000, 6.000, 7.000, 8.000, 9.000, 10.000)","(95.000, 77.000, 82.000, 110.000, 85.000, 104.000, 85.000, 76.000, 85.000, 96.000, 105.000)","(0, 100, 100, 0)", 15.146,-5.880,0.008,20000,20
