version,generator,fv,goal,dist,weights,chi,time,iterations,restarts
initial,even_list,len_min,5.000,1.925,"(500, 500)",,0.000,5000,10
final,even_list,len_min,5.000,1.002,"(564, 1)",,1.179,5000,10
