version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_enumerate_ratios_w2/unrolled/even_list,min_nil,0.100,0.000,"(500, 500, 500, 500)",,-0.100,0.000,20000,20
final,dumb_enumerate_ratios_w2/unrolled/even_list,min_nil,0.100,0.000,"(100, 0, 100, 0)",,-0.100,0.027,20000,20
