version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_iterate_ratios/frequency/depth_tree,height,3.000,1.530,"(500, 500)",,1.470,0.001,20000,20
final,dumb_iterate_ratios/frequency/depth_tree,height,3.000,2.375,"(40, 60)",,0.625,0.010,20000,20
