version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,unrolled/depth_bst,stick,0.100,0.338,"(500, 500, 500, 500, 500, 500)",,0.238,0.001,20000,20
final,unrolled/depth_bst,stick,0.100,0.100,"(933, 106, 579, 916, 932, 78)",,0.000,12.848,20000,20
