version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,unrolled/depth_bst,uni_height,"(0.000, 1.000, 2.000, 3.000, 4.000, 5.000)","(504.000, 144.000, 75.000, 55.000, 51.000, 171.000)","(500, 500, 500, 500, 500, 500)", 891.464,877.397,0.001,20000,20
final,unrolled/depth_bst,uni_height,"(0.000, 1.000, 2.000, 3.000, 4.000, 5.000)","(276.000, 164.000, 84.000, 132.000, 71.000, 273.000)","(384, 834, 950, 35, 156, 630)", 242.732,228.665,16.366,20000,20
