version,generator,fv,goal,dist,weights,chi,time,iterations,restarts
initial,unrolled/depth_bst,stick,0.500,0.329,"(500, 500, 500, 500, 500, 500)",,0.001,20000,20
final,unrolled/depth_bst,stick,0.500,0.500,"(28, 213, 721, 637, 411, 553)",,17.371,20000,20
