version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,unrolled/depth_bst,height,5.000,1.629,"(500, 500, 500, 500, 500, 500)",,3.371,0.002,20000,20
final,unrolled/depth_bst,height,5.000,4.998,"(231, 577, 42, 924, 15, 179)",,0.002,17.862,20000,20
