version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,unrolled/depth_tree,uni_height,"(0.000, 1.000, 2.000, 3.000, 4.000, 5.000)","(519.000, 120.000, 86.000, 56.000, 25.000, 194.000)","(500, 500, 500, 500, 500, 500)", 995.324,981.257,0.001,20000,20
final,unrolled/depth_tree,uni_height,"(0.000, 1.000, 2.000, 3.000, 4.000, 5.000)","(330.000, 249.000, 60.000, 111.000, 21.000, 229.000)","(183, 392, 366, 51, 900, 934)", 438.224,424.157,14.747,20000,20
