version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,unrolled/depth_tree,h_bal,0.300,0.940,"(500, 500, 500, 500, 500, 500)",,0.640,0.000,20000,20
final,unrolled/depth_tree,h_bal,0.300,0.300,"(94, 59, 800, 308, 453, 76)",,0.000,15.508,20000,20
