version,generator,fv,goal,dist,weights,chi,time,iterations,restarts
initial,Dragen,constructors,"(10.000, -1.000, -1.000, 30.000)","(2.048, 1.995, 2.003, 5.046)","(500, 500, 500, 500, 500, 500)", 27.080,0.001,10000,20
final,Dragen,constructors,"(10.000, -1.000, -1.000, 30.000)","(10.555, 13.185, 7.955, 30.695)","(942, 404, 790, 810, 570, 1084)", 0.047,85.654,10000,20
