version,generator,fv,goal,dist,weights,chi,time,iterations,restarts
initial,Dragen,constructors,"(10.000, -1.000, -1.000, 30.000)","(2.007, 1.962, 1.903, 4.872)","(500, 500, 500, 500, 500, 500)", 27.436,0.001,5000,10
final,Dragen,constructors,"(10.000, -1.000, -1.000, 30.000)","(10.884, 10.080, 9.794, 29.758)","(739, 784, 624, 728, 417, 775)", 0.080,34.273,5000,10
