version,generator,fv,goal,dist,weights,chi,time,iterations,restarts
initial,Dragen,constructors,"(10.000, 10.000, 10.000, 10.000)","(1.733, 1.780, 1.787, 4.300)","(500, 500, 500, 500, 500, 500)", 23.586,0.002,5000,10
final,Dragen,constructors,"(10.000, 10.000, 10.000, 10.000)","(4.909, 6.171, 4.750, 14.830)","(17, 419, 206, 249, 442, 654)", 9.147,50.815,5000,10
