version,generator,fv,goal,dist,weights,chi,time,iterations,restarts
initial,Dragen,constructors,"(30.000, 10.000, 10.000, -1.000)","(2.073, 2.047, 2.038, 5.158)","(500, 500, 500, 500, 500, 500)", 38.662,0.001,20000,20
final,Dragen,constructors,"(30.000, 10.000, 10.000, -1.000)","(29.566, 9.658, 14.225, 52.449)","(913, 368, 38, 625, 81, 196)", 1.803,168.640,20000,20
