version,generator,fv,goal,dist,weights,chi,time,iterations,restarts
initial,Dragen,constructors,"(10.000, 0.010, 0.010, 0.010)","(2.262, 2.158, 2.142, 5.562)","(500, 500, 500, 500, 500, 500)", 4004.391,0.001,10000,20
final,Dragen,constructors,"(10.000, 0.010, 0.010, 0.010)","(0.781, 0.076, 0.154, 0.011)","(431, 763, 78, 191, 333, 5)", 11.008,33.054,10000,20
