version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_iterate_ratios_w2/frequency/depth_tree,uni_height,"(0.000, 1.000, 2.000, 3.000, 4.000, 5.000)","(500.000, 112.000, 75.000, 43.000, 35.000, 235.000)","(500, 500)", 958.808,944.741,0.000,20000,20
final,dumb_iterate_ratios_w2/frequency/depth_tree,uni_height,"(0.000, 1.000, 2.000, 3.000, 4.000, 5.000)","(529.000, 131.000, 72.000, 46.000, 38.000, 184.000)","(53, 47)", 1037.612,1023.545,0.012,20000,20
