version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_iterate_ratios_w2/frequency/depth_tree,stick,0.500,0.358,"(500, 500)",,0.142,0.000,0,0
final,dumb_iterate_ratios_w2/frequency/depth_tree,stick,0.500,0.328,"(50, 50)",,0.172,0.006,0,0
