version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,greedy_enumerate/frequency/sized_list,len,5.000,0.996,"(500, 500)",,4.004,0.000,0,0
final,greedy_enumerate/frequency/sized_list,len,5.000,6.232,"(9, 90)",,1.232,0.002,0,0
