version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_enumerate/parametrized/sized_list_1_const,min_len,5.000,0.994,"(500, 500, 500)",,-4.006,0.000,20000,20
final,dumb_enumerate/parametrized/sized_list_1_const,min_len,5.000,0.000,"(800, 1, 1)",,-5.000,0.277,20000,20
