version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_iterate/parametrized/even_list,len,5.000,2.002,"(500, 500, 500, 500)",,2.998,0.000,20000,20
final,dumb_iterate/parametrized/even_list,len,5.000,4.996,"(200, 1000, 200, 200)",,0.004,3.910,20000,20
