version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_enumerate/parametrized/even_list,uni_len,"(1.000, 2.000, 3.000, 4.000, 5.000, 6.000, 7.000, 8.000, 9.000, 10.000, 11.000)","(536.000, 251.000, 97.000, 61.000, 27.000, 14.000, 7.000, 5.000, 1.000, 0.000, 1.000)","(500, 500, 500, 500)", 3008.708,2987.682,0.000,20000,20
final,dumb_enumerate/parametrized/even_list,uni_len,"(1.000, 2.000, 3.000, 4.000, 5.000, 6.000, 7.000, 8.000, 9.000, 10.000, 11.000)","(89.000, 83.000, 93.000, 93.000, 88.000, 97.000, 92.000, 93.000, 95.000, 91.000, 86.000)","(1, 800, 800, 100)", 1.836,-19.190,4.006,20000,20
