version,generator,fv,goal,dist,weights,chi,time,iterations,restarts
initial,parametrized/depthbst_2,h_bal,2.000,0.821,"(500, 500, 500, 500)",,0.001,20000,20
final,parametrized/depthbst_2,h_bal,2.000,1.581,"(9, 378, 679, 717)",,16.165,20000,20
