version,generator,fv,goal,dist,weights,chi,time,iterations,restarts
initial,parametrized/depthbst_2,min_stick,0.100,0.331,"(500, 500, 500, 500)",,0.001,5000,10
final,parametrized/depthbst_2,min_stick,0.100,0.059,"(908, 78, 505, -116)",,4.091,5000,10
