version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,parametrized/depth_bst,min_height,3.000,1.577,"(500, 500, 500, 500)",,-1.423,0.001,20000,20
final,parametrized/depth_bst,min_height,3.000,0.011,"(1100, 5, 259, 88)",,-2.989,20.221,20000,20
